cfg_label,round,elo_temperature,w_tournament,w_blade,uwo_lambda,elo_rounds,gsi_n,response_quality,relevance,helpfulness,toxicity,harmfulness,refusal,objective
r8_cfg11,8,17.428295530429406,2.6692050629363795,2.2222309773413143,0.7602701001602705,6,11,0.766,0.636,0.746,0.026,0.04,0.604,0.8127901678657073
r8_cfg9,8,20.57022655753742,2.871513271714835,2.828637585230796,0.9081270536981255,9,14,0.772,0.602,0.652,0.04,0.08,0.598,0.7938291333743086
r8_cfg13,8,23.873075215528452,0.7454727148649041,2.338365801334951,0.9785791017950471,7,11,0.768,0.604,0.708,0.02,0.044,0.596,0.8029600967351874
r8_cfg12,8,27.85311649068023,2.8610354849739705,2.3445616978863293,0.8278627658603712,6,11,0.702,0.626,0.716,0.098,0.072,0.554,0.7695503483217226
r8_cfg10,8,28.73898154790757,0.04339908950589412,2.5697444527691498,0.4485405317031811,3,16,0.798,0.634,0.682,0.032,0.024,0.584,0.8245876777251184
r8_cfg15,8,21.905599157190178,1.3449679365683878,1.5438493100605548,0.5944921020557435,5,14,0.782,0.662,0.718,0.03,0.02,0.554,0.8296405421331762
r9_cfg3,9,31.336466588281695,0.7393348142569307,1.4402885778240742,0.9812288687722155,5,5,0.736,0.622,0.656,0.03,0.078,0.536,0.790564923076923
r9_cfg1,9,25.458468064881792,0.30042859613706463,1.2723012728087362,0.10561071355853827,3,6,0.744,0.646,0.726,0.048,0.066,0.524,0.8002258852258852
r9_cfg7,9,30.184503399474963,0.7211660829511939,2.285909715479799,0.8492465141143398,9,11,0.74,0.68,0.72,0.038,0.036,0.552,0.8173699940227136
r9_cfg4,9,29.25851408148404,1.0488728947709767,1.5804539155336848,0.8239064859569842,9,11,0.774,0.632,0.71,0.036,0.072,0.548,0.8065955124317769
r9_cfg0,9,30.423638916592456,2.234004697784034,2.7814918535454196,0.906672399301058,8,11,0.774,0.582,0.63,0.012,0.036,0.55,0.800154776299879
r9_cfg6,9,28.604142465814547,2.2274178694796904,2.3369081067491533,0.7806513191985681,6,11,0.756,0.636,0.728,0.014,0.054,0.59,0.8090685920577617
r9_cfg5,9,22.02045216967009,2.9074408437412145,0.729583382518439,0.7506552004574255,6,11,0.754,0.662,0.714,0.026,0.024,0.568,0.8203208556149733
r9_cfg2,9,33.705138445101674,2.175626244330455,0.8190965448395395,0.019314738585446193,7,13,0.79,0.682,0.704,0.038,0.062,0.55,0.8294187425860023
r9_cfg8,9,28.968445201093328,0.6713453675261702,1.8433461159146451,0.9971374574850231,9,11,0.762,0.62,0.704,0.018,0.044,0.568,0.806721686746988
r9_cfg11,9,32.543777701121726,1.9378097993686718,1.746194096226334,0.9486611930606424,5,5,0.716,0.666,0.7,0.074,0.08,0.546,0.7903258983890954
